,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
23011,Bob FlanaganJazz Lewis,Bob Flanagan,Jazz Lewis,[],[],0
23010,Christian MieleJazz Lewis,Christian Miele,Jazz Lewis,[],[],0
18322,Patrick McDonoughStephen Hershey,Patrick McDonough,Stephen Hershey,[],[],0
18323,Ana GutierrezStephen Hershey,Ana Gutierrez,Stephen Hershey,[],[],0
18324,Charles MuseStephen Hershey,Charles Muse,Stephen Hershey,[],[],0
18325,Robin GrammerStephen Hershey,Robin Grammer,Stephen Hershey,[],[],0
18326,Glen GlassStephen Hershey,Glen Glass,Stephen Hershey,[],[],0
18327,Ric MetzgarStephen Hershey,Ric Metzgar,Stephen Hershey,[],[],0
18328,Stephen HersheyTawanna Gaines,Stephen Hershey,Tawanna Gaines,[],[],0
18330,Christian MieleStephen Hershey,Christian Miele,Stephen Hershey,[],[],0
18347,Elizabeth ProctorWilliam Smith,Elizabeth Proctor,William Smith,[],[],0
18331,Bob FlanaganStephen Hershey,Bob Flanagan,Stephen Hershey,[],[],0
18332,Frank ConawayStephen Hershey,Frank Conaway,Stephen Hershey,[],[],0
18333,Baltimore City SenatorsStephen Hershey,Baltimore City Senators,Stephen Hershey,[],[],0
18334,William SmithWilliam Smith,William Smith,William Smith,[],[],0
23009,Barbara FrushJazz Lewis,Barbara Frush,Jazz Lewis,[],[],0
18336,Kathy AfzaliWilliam Smith,Kathy Afzali,William Smith,[],[],0
18337,James GilchristWilliam Smith,James Gilchrist,William Smith,[],[],0
18338,Dana SteinWilliam Smith,Dana Stein,William Smith,[],[],0
23007,Jazz LewisRic Metzgar,Jazz Lewis,Ric Metzgar,[],[],0
18341,Karen YoungWilliam Smith,Karen Young,William Smith,[],[],0
18342,Benjamin KramerWilliam Smith,Benjamin Kramer,William Smith,[],[],0
18344,Carol KrimmWilliam Smith,Carol Krimm,William Smith,[],[],0
18345,Anne HealeyWilliam Smith,Anne Healey,William Smith,[],[],0
18346,Charles BarkleyWilliam Smith,Charles Barkley,William Smith,[],[],0
23051,Clarence LamGail Bates,Clarence Lam,Gail Bates,[],[],0
23052,Bilal AliGail Bates,Bilal Ali,Gail Bates,[],[],0
18168,Marvin HolmesNathaniel McFadden,Marvin Holmes,Nathaniel McFadden,[],[],0
18211,James GilchristStephen Hershey,James Gilchrist,Stephen Hershey,[],[],0
23092,Bob FlanaganGail Bates,Bob Flanagan,Gail Bates,[],[],0
23093,Frank ConawayGail Bates,Frank Conaway,Gail Bates,[],[],0
23094,Baltimore City SenatorsGail Bates,Baltimore City Senators,Gail Bates,[],[],0
23095,Alfred CarrAlfred Carr,Alfred Carr,Alfred Carr,[],[],0
23096,Alfred CarrAndrew Serafini,Alfred Carr,Andrew Serafini,[],[],0
18212,Dana SteinStephen Hershey,Dana Stein,Stephen Hershey,[],[],0
18210,Kathy AfzaliStephen Hershey,Kathy Afzali,Stephen Hershey,[],[],0
18202,Barbara FrushMarvin Holmes,Barbara Frush,Marvin Holmes,[],[],0
23100,Alfred CarrHaven Shoemaker,Alfred Carr,Haven Shoemaker,[],[],0
23101,Alfred CarrChristopher Adams,Alfred Carr,Christopher Adams,[],[],0
18207,Stephen HersheyStephen Hershey,Stephen Hershey,Stephen Hershey,[],[],0
18206,Baltimore City SenatorsMarvin Holmes,Baltimore City Senators,Marvin Holmes,[],[],0
18205,Frank ConawayMarvin Holmes,Frank Conaway,Marvin Holmes,[],[],0
18204,Bob FlanaganMarvin Holmes,Bob Flanagan,Marvin Holmes,[],[],0
18215,Karen YoungStephen Hershey,Karen Young,Stephen Hershey,[],[],0
23091,Christian MieleGail Bates,Christian Miele,Gail Bates,[],[],0
18216,Benjamin KramerStephen Hershey,Benjamin Kramer,Stephen Hershey,[],[],0
23090,Barbara FrushGail Bates,Barbara Frush,Gail Bates,[],[],0
23089,Gail BatesTawanna Gaines,Gail Bates,Tawanna Gaines,[],[],0
18218,Carol KrimmStephen Hershey,Carol Krimm,Stephen Hershey,[],[],0
18219,Anne HealeyStephen Hershey,Anne Healey,Stephen Hershey,[],[],0
18220,Charles BarkleyStephen Hershey,Charles Barkley,Stephen Hershey,[],[],0
23088,Gail BatesRic Metzgar,Gail Bates,Ric Metzgar,[],[],0
23087,Gail BatesGlen Glass,Gail Bates,Glen Glass,[],[],0
23086,Gail BatesRobin Grammer,Gail Bates,Robin Grammer,[],[],0
23085,Charles MuseGail Bates,Charles Muse,Gail Bates,[],[],0
18221,Elizabeth ProctorStephen Hershey,Elizabeth Proctor,Stephen Hershey,[],[],0
23084,Ana GutierrezGail Bates,Ana Gutierrez,Gail Bates,[],[],0
18222,Health and Government OperationsStephen Hershey,Health and Government Operations,Stephen Hershey,[],[],0
23083,Gail BatesPatrick McDonough,Gail Bates,Patrick McDonough,[],[],0
23082,Cory McCrayGail Bates,Cory McCray,Gail Bates,[],[],0
18203,Christian MieleMarvin Holmes,Christian Miele,Marvin Holmes,[],[],0
23102,Alfred CarrBaltimore City Delegation,Alfred Carr,Baltimore City Delegation,[],[],0
23053,Andrew CassillyGail Bates,Andrew Cassilly,Gail Bates,[],[],0
18176,Marvin HolmesMary Washington,Marvin Holmes,Mary Washington,[],[],0
18182,Diana FennellMarvin Holmes,Diana Fennell,Marvin Holmes,[],[],0
18181,Mark ChangMarvin Holmes,Mark Chang,Marvin Holmes,[],[],0
18180,David VogtMarvin Holmes,David Vogt,Marvin Holmes,[],[],0
18179,Marvin HolmesMontgomery County Senators,Marvin Holmes,Montgomery County Senators,[],[],0
18178,Marvin HolmesTheodore Sophocleus,Marvin Holmes,Theodore Sophocleus,[],[],0
18177,Howard County SenatorsMarvin Holmes,Howard County Senators,Marvin Holmes,[],[],0
23104,Alfred CarrKevin Hornberger,Alfred Carr,Kevin Hornberger,[],[],0
18200,Marvin HolmesRic Metzgar,Marvin Holmes,Ric Metzgar,[],[],0
18175,Angela AngelMarvin Holmes,Angela Angel,Marvin Holmes,[],[],0
18174,Carlos SanchezMarvin Holmes,Carlos Sanchez,Marvin Holmes,[],[],0
18173,Darryl BarnesMarvin Holmes,Darryl Barnes,Marvin Holmes,[],[],0
18172,Barrie CilibertiMarvin Holmes,Barrie Ciliberti,Marvin Holmes,[],[],0
23105,Alfred CarrBarbara Robinson,Alfred Carr,Barbara Robinson,[],[],0
18170,Marvin HolmesNathaniel Oaks,Marvin Holmes,Nathaniel Oaks,[],[],0
18183,Marvin HolmesShane Pendergrass,Marvin Holmes,Shane Pendergrass,[],[],0
18184,John ClusterMarvin Holmes,John Cluster,Marvin Holmes,[],[],0
18185,Marvin HolmesWashington County Delegation,Marvin Holmes,Washington County Delegation,[],[],0
18186,James DeGrangeMarvin Holmes,James DeGrange,Marvin Holmes,[],[],0
18187,Jay JalisiMarvin Holmes,Jay Jalisi,Marvin Holmes,[],[],0
23103,Alfred CarrNed Carey,Alfred Carr,Ned Carey,[],[],0
18189,Marvin HolmesWestern Maryland Delegation,Marvin Holmes,Western Maryland Delegation,[],[],0
18190,Carolyn HowardMarvin Holmes,Carolyn Howard,Marvin Holmes,[],[],0
18191,Marvin HolmesMichael Malone,Marvin Holmes,Michael Malone,[],[],0
18192,Marvin HolmesSusan McComas,Marvin Holmes,Susan McComas,[],[],0
18193,Keith HaynesMarvin Holmes,Keith Haynes,Marvin Holmes,[],[],0
18194,Cory McCrayMarvin Holmes,Cory McCray,Marvin Holmes,[],[],0
18195,Marvin HolmesPatrick McDonough,Marvin Holmes,Patrick McDonough,[],[],0
18196,Ana GutierrezMarvin Holmes,Ana Gutierrez,Marvin Holmes,[],[],0
18197,Charles MuseMarvin Holmes,Charles Muse,Marvin Holmes,[],[],0
18198,Marvin HolmesRobin Grammer,Marvin Holmes,Robin Grammer,[],[],0
18199,Glen GlassMarvin Holmes,Glen Glass,Marvin Holmes,[],[],0
23081,Gail BatesKeith Haynes,Gail Bates,Keith Haynes,[],[],0
18224,Herbert McMillanStephen Hershey,Herbert McMillan,Stephen Hershey,[],[],0
23080,Gail BatesSusan McComas,Gail Bates,Susan McComas,[],[],0
18258,Nicholaus KipkeStephen Hershey,Nicholaus Kipke,Stephen Hershey,[],[],0
18263,Kevin HornbergerStephen Hershey,Kevin Hornberger,Stephen Hershey,[],[],0
18262,Ned CareyStephen Hershey,Ned Carey,Stephen Hershey,[],[],0
18261,Baltimore City DelegationStephen Hershey,Baltimore City Delegation,Stephen Hershey,[],[],0
23061,Darryl BarnesGail Bates,Darryl Barnes,Gail Bates,[],[],0
18260,Christopher AdamsStephen Hershey,Christopher Adams,Stephen Hershey,[],[],0
18259,Haven ShoemakerStephen Hershey,Haven Shoemaker,Stephen Hershey,[],[],0
23062,Carlos SanchezGail Bates,Carlos Sanchez,Gail Bates,[],[],0
18225,Mike MckayStephen Hershey,Mike Mckay,Stephen Hershey,[],[],0
23063,Angela AngelGail Bates,Angela Angel,Gail Bates,[],[],0
23064,Gail BatesMary Washington,Gail Bates,Mary Washington,[],[],0
18257,Chris WestStephen Hershey,Chris West,Stephen Hershey,[],[],0
18256,Stephen HersheyTerri Hill,Stephen Hershey,Terri Hill,[],[],0
23065,Gail BatesHoward County Senators,Gail Bates,Howard County Senators,[],[],0
18254,Alfred CarrStephen Hershey,Alfred Carr,Stephen Hershey,[],[],0
18264,Barbara RobinsonStephen Hershey,Barbara Robinson,Stephen Hershey,[],[],0
23060,Barrie CilibertiGail Bates,Barrie Ciliberti,Gail Bates,[],[],0
23059,April RoseGail Bates,April Rose,Gail Bates,[],[],0
18265,Antonio HayesStephen Hershey,Antonio Hayes,Stephen Hershey,[],[],0
18266,Stephen HersheyTony McConkey,Stephen Hershey,Tony McConkey,[],[],0
18267,Stephen HersheyWarren Miller,Stephen Hershey,Warren Miller,[],[],0
18268,Stephen HersheyWilliam Folden,Stephen Hershey,William Folden,[],[],0
18269,Benjamin BrooksStephen Hershey,Benjamin Brooks,Stephen Hershey,[],[],0
23058,Gail BatesNathaniel Oaks,Gail Bates,Nathaniel Oaks,[],[],0
23057,Gail BatesShane Robinson,Gail Bates,Shane Robinson,[],[],0
23056,Gail BatesNathaniel McFadden,Gail Bates,Nathaniel McFadden,[],[],0
18272,Seth HowardStephen Hershey,Seth Howard,Stephen Hershey,[],[],0
18273,Richard ImpallariaStephen Hershey,Richard Impallaria,Stephen Hershey,[],[],0
18274,Mark FisherStephen Hershey,Mark Fisher,Stephen Hershey,[],[],0
23055,AppropriationsGail Bates,Appropriations,Gail Bates,[],[],0
23054,Gail BatesMary Carozza,Gail Bates,Mary Carozza,[],[],0
18275,Sid SaabStephen Hershey,Sid Saab,Stephen Hershey,[],[],0
23066,Gail BatesTheodore Sophocleus,Gail Bates,Theodore Sophocleus,[],[],0
18252,Jazz LewisStephen Hershey,Jazz Lewis,Stephen Hershey,[],[],0
23067,Gail BatesMontgomery County Senators,Gail Bates,Montgomery County Senators,[],[],0
18238,Jerry ClarkStephen Hershey,Jerry Clark,Stephen Hershey,[],[],0
18226,Samuel RosenbergStephen Hershey,Samuel Rosenberg,Stephen Hershey,[],[],0
18227,Aruna MillerStephen Hershey,Aruna Miller,Stephen Hershey,[],[],0
18228,Frank TurnerStephen Hershey,Frank Turner,Stephen Hershey,[],[],0
18229,Prince George's County DelegationStephen Hershey,Prince George's County Delegation,Stephen Hershey,[],[],0
18230,Kathleen DumaisStephen Hershey,Kathleen Dumais,Stephen Hershey,[],[],0
18231,Kirill ReznikStephen Hershey,Kirill Reznik,Stephen Hershey,[],[],0
23079,Gail BatesMichael Malone,Gail Bates,Michael Malone,[],[],0
23078,Carolyn HowardGail Bates,Carolyn Howard,Gail Bates,[],[],0
18233,Stephen HersheyThe Speaker,Stephen Hershey,The Speaker,[],[],0
18234,James TarlauStephen Hershey,James Tarlau,Stephen Hershey,[],[],0
18235,Joseph VallarioStephen Hershey,Joseph Vallario,Stephen Hershey,[],[],0
18236,Cecil County SenatorsStephen Hershey,Cecil County Senators,Stephen Hershey,[],[],0
23077,Gail BatesWestern Maryland Delegation,Gail Bates,Western Maryland Delegation,[],[],0
23076,Bob LongGail Bates,Bob Long,Gail Bates,[],[],0
18239,Charles SydnorStephen Hershey,Charles Sydnor,Stephen Hershey,[],[],0
18251,Stephen HersheyWendell Beitzel,Stephen Hershey,Wendell Beitzel,[],[],0
23075,Gail BatesJay Jalisi,Gail Bates,Jay Jalisi,[],[],0
23073,Gail BatesWashington County Delegation,Gail Bates,Washington County Delegation,[],[],0
23072,Gail BatesJohn Cluster,Gail Bates,John Cluster,[],[],0
23071,Gail BatesShane Pendergrass,Gail Bates,Shane Pendergrass,[],[],0
23070,Diana FennellGail Bates,Diana Fennell,Gail Bates,[],[],0
18243,Jeff WaldstreicherStephen Hershey,Jeff Waldstreicher,Stephen Hershey,[],[],0
18244,Paul PinskyStephen Hershey,Paul Pinsky,Stephen Hershey,[],[],0
18245,Stephen HersheyTeresa Reilly,Stephen Hershey,Teresa Reilly,[],[],0
18246,Marice MoralesStephen Hershey,Marice Morales,Stephen Hershey,[],[],0
18247,Pamela QueenStephen Hershey,Pamela Queen,Stephen Hershey,[],[],0
23069,Gail BatesMark Chang,Gail Bates,Mark Chang,[],[],0
23068,David VogtGail Bates,David Vogt,Gail Bates,[],[],0
18249,Stephen HersheyThomas Miller,Stephen Hershey,Thomas Miller,[],[],0
18250,Matt MorganStephen Hershey,Matt Morgan,Stephen Hershey,[],[],0
17917,Carlos SanchezJames Rosapepe,Carlos Sanchez,James Rosapepe,[],[],0
17916,Darryl BarnesJames Rosapepe,Darryl Barnes,James Rosapepe,[],[],0
17915,Barrie CilibertiJames Rosapepe,Barrie Ciliberti,James Rosapepe,[],[],0
23569,Benjamin BrooksChristopher Adams,Benjamin Brooks,Christopher Adams,[],[],0
17686,Bob FlanaganStephen Lafferty,Bob Flanagan,Stephen Lafferty,[],[],0
23562,Christopher AdamsNed Carey,Christopher Adams,Ned Carey,[],[],0
23564,Barbara RobinsonChristopher Adams,Barbara Robinson,Christopher Adams,[],[],0
23565,Antonio HayesChristopher Adams,Antonio Hayes,Christopher Adams,[],[],0
17685,Christian MieleStephen Lafferty,Christian Miele,Stephen Lafferty,[],[],0
23566,Christopher AdamsTony McConkey,Christopher Adams,Tony McConkey,[],[],0
23570,Christopher AdamsRoger Manno,Christopher Adams,Roger Manno,[],[],0
23577,Christopher AdamsTony Knotts,Christopher Adams,Tony Knotts,[],[],0
17684,Barbara FrushStephen Lafferty,Barbara Frush,Stephen Lafferty,[],[],0
23571,Christopher AdamsJohn Astle,Christopher Adams,John Astle,[],[],0
23573,Christopher AdamsRichard Impallaria,Christopher Adams,Richard Impallaria,[],[],0
23574,Christopher AdamsMark Fisher,Christopher Adams,Mark Fisher,[],[],0
17681,Glen GlassStephen Lafferty,Glen Glass,Stephen Lafferty,[],[],0
17680,Robin GrammerStephen Lafferty,Robin Grammer,Stephen Lafferty,[],[],0
23561,Baltimore City DelegationChristopher Adams,Baltimore City Delegation,Christopher Adams,[],[],0
17687,Frank ConawayStephen Lafferty,Frank Conaway,Stephen Lafferty,[],[],0
17688,Baltimore City SenatorsStephen Lafferty,Baltimore City Senators,Stephen Lafferty,[],[],0
23560,Christopher AdamsChristopher Adams,Christopher Adams,Christopher Adams,[],[],0
23559,Baltimore City SenatorsHaven Shoemaker,Baltimore City Senators,Haven Shoemaker,[],[],0
17689,William FergusonWilliam Ferguson,William Ferguson,William Ferguson,[],[],0
23558,Frank ConawayHaven Shoemaker,Frank Conaway,Haven Shoemaker,[],[],0
23557,Bob FlanaganHaven Shoemaker,Bob Flanagan,Haven Shoemaker,[],[],0
23555,Barbara FrushHaven Shoemaker,Barbara Frush,Haven Shoemaker,[],[],0
23554,Haven ShoemakerTawanna Gaines,Haven Shoemaker,Tawanna Gaines,[],[],0
17691,Jheanelle WilkinsWilliam Ferguson,Jheanelle Wilkins,William Ferguson,[],[],0
17692,Marvin HolmesWilliam Ferguson,Marvin Holmes,William Ferguson,[],[],0
17693,Stephen HersheyWilliam Ferguson,Stephen Hershey,William Ferguson,[],[],0
23551,Haven ShoemakerRobin Grammer,Haven Shoemaker,Robin Grammer,[],[],0
23550,Charles MuseHaven Shoemaker,Charles Muse,Haven Shoemaker,[],[],0
23549,Ana GutierrezHaven Shoemaker,Ana Gutierrez,Haven Shoemaker,[],[],0
17696,Kathy AfzaliWilliam Ferguson,Kathy Afzali,William Ferguson,[],[],0
23576,Christopher AdamsRobbyn Lewis,Christopher Adams,Robbyn Lewis,[],[],0
23579,Christopher AdamsNick Mosby,Christopher Adams,Nick Mosby,[],[],0
23600,Christopher AdamsDarryl Barnes,Christopher Adams,Darryl Barnes,[],[],0
17662,David VogtStephen Lafferty,David Vogt,Stephen Lafferty,[],[],0
21357,James TarlauMontgomery County Senators,James Tarlau,Montgomery County Senators,[],[],0
23591,Bilal AliChristopher Adams,Bilal Ali,Christopher Adams,[],[],0
17666,John ClusterStephen Lafferty,John Cluster,Stephen Lafferty,[],[],0
17665,Shane PendergrassStephen Lafferty,Shane Pendergrass,Stephen Lafferty,[],[],0
17664,Diana FennellStephen Lafferty,Diana Fennell,Stephen Lafferty,[],[],0
17663,Mark ChangStephen Lafferty,Mark Chang,Stephen Lafferty,[],[],0
17661,Montgomery County SenatorsStephen Lafferty,Montgomery County Senators,Stephen Lafferty,[],[],0
17679,Charles MuseStephen Lafferty,Charles Muse,Stephen Lafferty,[],[],0
17660,Stephen LaffertyTheodore Sophocleus,Stephen Lafferty,Theodore Sophocleus,[],[],0
17659,Howard County SenatorsStephen Lafferty,Howard County Senators,Stephen Lafferty,[],[],0
23594,AppropriationsChristopher Adams,Appropriations,Christopher Adams,[],[],0
23595,Christopher AdamsNathaniel McFadden,Christopher Adams,Nathaniel McFadden,[],[],0
23596,Christopher AdamsShane Robinson,Christopher Adams,Shane Robinson,[],[],0
23597,Christopher AdamsNathaniel Oaks,Christopher Adams,Nathaniel Oaks,[],[],0
17667,Stephen LaffertyWashington County Delegation,Stephen Lafferty,Washington County Delegation,[],[],0
17668,James DeGrangeStephen Lafferty,James DeGrange,Stephen Lafferty,[],[],0
23589,Christopher AdamsJ.B. Jennings,Christopher Adams,J.B. Jennings,[],[],0
23588,Christopher AdamsNeil Parrott,Christopher Adams,Neil Parrott,[],[],0
17670,Bob LongStephen Lafferty,Bob Long,Stephen Lafferty,[],[],0
23586,Christopher AdamsVictor Ramirez,Christopher Adams,Victor Ramirez,[],[],0
17671,Stephen LaffertyWestern Maryland Delegation,Stephen Lafferty,Western Maryland Delegation,[],[],0
23585,Christopher AdamsWilliam Wivell,Christopher Adams,William Wivell,[],[],0
17672,Carolyn HowardStephen Lafferty,Carolyn Howard,Stephen Lafferty,[],[],0
23584,Christopher AdamsEric Ebersole,Christopher Adams,Eric Ebersole,[],[],0
17673,Michael MaloneStephen Lafferty,Michael Malone,Stephen Lafferty,[],[],0
17674,Stephen LaffertySusan McComas,Stephen Lafferty,Susan McComas,[],[],0
17675,Keith HaynesStephen Lafferty,Keith Haynes,Stephen Lafferty,[],[],0
23583,Christopher AdamsStephen Waugh,Christopher Adams,Stephen Waugh,[],[],0
23582,Christopher AdamsJames Brochin,Christopher Adams,James Brochin,[],[],0
17677,Patrick McDonoughStephen Lafferty,Patrick McDonough,Stephen Lafferty,[],[],0
23581,Christopher AdamsJohnny Salling,Christopher Adams,Johnny Salling,[],[],0
23548,Haven ShoemakerPatrick McDonough,Haven Shoemaker,Patrick McDonough,[],[],0
17697,James GilchristWilliam Ferguson,James Gilchrist,William Ferguson,[],[],0
23547,Cory McCrayHaven Shoemaker,Cory McCray,Haven Shoemaker,[],[],0
17720,James TarlauWilliam Ferguson,James Tarlau,William Ferguson,[],[],0
17722,Cecil County SenatorsWilliam Ferguson,Cecil County Senators,William Ferguson,[],[],0
23507,Haven ShoemakerJohnny Salling,Haven Shoemaker,Johnny Salling,[],[],0
23508,Haven ShoemakerJames Brochin,Haven Shoemaker,James Brochin,[],[],0
23509,Haven ShoemakerStephen Waugh,Haven Shoemaker,Stephen Waugh,[],[],0
17721,Joseph VallarioWilliam Ferguson,Joseph Vallario,William Ferguson,[],[],0
23512,Haven ShoemakerVictor Ramirez,Haven Shoemaker,Victor Ramirez,[],[],0
17719,The SpeakerWilliam Ferguson,The Speaker,William Ferguson,[],[],0
23546,Haven ShoemakerKeith Haynes,Haven Shoemaker,Keith Haynes,[],[],0
23513,David MoonHaven Shoemaker,David Moon,Haven Shoemaker,[],[],0
23515,Haven ShoemakerJ.B. Jennings,Haven Shoemaker,J.B. Jennings,[],[],0
17717,Kirill ReznikWilliam Ferguson,Kirill Reznik,William Ferguson,[],[],0
17716,Kathleen DumaisWilliam Ferguson,Kathleen Dumais,William Ferguson,[],[],0
23516,Clarence LamHaven Shoemaker,Clarence Lam,Haven Shoemaker,[],[],0
23517,Bilal AliHaven Shoemaker,Bilal Ali,Haven Shoemaker,[],[],0
23503,Haven ShoemakerTony Knotts,Haven Shoemaker,Tony Knotts,[],[],0
17724,Jerry ClarkWilliam Ferguson,Jerry Clark,William Ferguson,[],[],0
23502,Haven ShoemakerRobbyn Lewis,Haven Shoemaker,Robbyn Lewis,[],[],0
17725,Charles SydnorWilliam Ferguson,Charles Sydnor,William Ferguson,[],[],0
23497,Haven ShoemakerJohn Astle,Haven Shoemaker,John Astle,[],[],0
23496,Haven ShoemakerRoger Manno,Haven Shoemaker,Roger Manno,[],[],0
23491,Antonio HayesHaven Shoemaker,Antonio Hayes,Haven Shoemaker,[],[],0
17729,Jeff WaldstreicherWilliam Ferguson,Jeff Waldstreicher,William Ferguson,[],[],0
23490,Barbara RobinsonHaven Shoemaker,Barbara Robinson,Haven Shoemaker,[],[],0
23488,Haven ShoemakerNed Carey,Haven Shoemaker,Ned Carey,[],[],0
23487,Baltimore City DelegationHaven Shoemaker,Baltimore City Delegation,Haven Shoemaker,[],[],0
23485,Haven ShoemakerHaven Shoemaker,Haven Shoemaker,Haven Shoemaker,[],[],0
23484,Baltimore City SenatorsNicholaus Kipke,Baltimore City Senators,Nicholaus Kipke,[],[],0
17731,Teresa ReillyWilliam Ferguson,Teresa Reilly,William Ferguson,[],[],0
23483,Frank ConawayNicholaus Kipke,Frank Conaway,Nicholaus Kipke,[],[],0
17732,Marice MoralesWilliam Ferguson,Marice Morales,William Ferguson,[],[],0
17733,Pamela QueenWilliam Ferguson,Pamela Queen,William Ferguson,[],[],0
17715,Prince George's County DelegationWilliam Ferguson,Prince George's County Delegation,William Ferguson,[],[],0
23520,AppropriationsHaven Shoemaker,Appropriations,Haven Shoemaker,[],[],0
17714,Frank TurnerWilliam Ferguson,Frank Turner,William Ferguson,[],[],0
17705,Anne HealeyWilliam Ferguson,Anne Healey,William Ferguson,[],[],0
23543,Carolyn HowardHaven Shoemaker,Carolyn Howard,Haven Shoemaker,[],[],0
17698,Dana SteinWilliam Ferguson,Dana Stein,William Ferguson,[],[],0
17699,Wayne NormanWilliam Ferguson,Wayne Norman,William Ferguson,[],[],0
23542,Haven ShoemakerWestern Maryland Delegation,Haven Shoemaker,Western Maryland Delegation,[],[],0
23540,Haven ShoemakerJay Jalisi,Haven Shoemaker,Jay Jalisi,[],[],0
23539,Haven ShoemakerJames DeGrange,Haven Shoemaker,James DeGrange,[],[],0
23538,Haven ShoemakerWashington County Delegation,Haven Shoemaker,Washington County Delegation,[],[],0
17701,Karen YoungWilliam Ferguson,Karen Young,William Ferguson,[],[],0
23536,Haven ShoemakerShane Pendergrass,Haven Shoemaker,Shane Pendergrass,[],[],0
17702,Benjamin KramerWilliam Ferguson,Benjamin Kramer,William Ferguson,[],[],0
